Tue Nov 15 12:00:56 2022    exec.dat

         1158139 function calls (1089395 primitive calls) in 4.889 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      303    0.001    0.000    0.004    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:1577(updateMatrix)
       20    0.001    0.000    0.001    0.000 {built-in method insertPlainText}
      701    0.001    0.000    0.001    0.000 {built-in method mapRectToParent}
       12    0.001    0.000    0.001    0.000 {built-in method setDefaultTextColor}
      239    0.001    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/Point.py:17(__init__)
       41    0.001    0.000    0.002    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/wrappers.py:447(set_state)
    20/17    0.001    0.000    0.934    0.055 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/app/backends/_qt.py:566(event)
      316    0.001    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/GraphicsItem.py:426(sceneTransform)
        5    0.001    0.000    0.034    0.007 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/scene/widgets/grid.py:450(_update_child_widget_dim)
      592    0.001    0.000    0.001    0.000 /usr/lib/python3.8/_collections_abc.py:680(values)
     2368    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/icons/__init__.py:37(qicon)
        3    0.000    0.000    0.024    0.008 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/app/backends/_qt.py:884(resizeGL)
      296    0.000    0.000    0.001    0.000 {built-in method style}
   123/20    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_compile.py:71(_compile)
        5    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:174(glClearColor)
     3540    0.000    0.000    0.000    0.000 {built-in method math.degrees}
      475    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:175(<dictcomp>)
     4001    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      161    0.000    0.000    0.006    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:1186(set_uniform)
       12    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__numpy/numpy/linalg/linalg.py:483(inv)
      399    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/geometry/rect.py:43(pos)
       77    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/function.py:701(definition)
       12    0.000    0.000    0.000    0.000 {built-in method setPlainText}
     3558    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      387    0.000    0.000    0.000    0.000 {built-in method parentItem}
       25    0.000    0.000    0.023    0.001 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/line/line.py:324(_prepare_draw)
       28    0.000    0.000    0.002    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/texture.py:356(__setitem__)
     1247    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/util/event.py:73(_push_source)
      888    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:254(get)
       70    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:638(glGetError)
       82    0.000    0.000    0.005    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/function.py:416(_get_replaced_code)
       32    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
  418/268    0.000    0.000    0.008    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/visual.py:262(update)
        6    0.000    0.000    0.006    0.001 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/axis.py:378(_get_tick_frac_labels)
     1045    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     2606    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/ViewBox/ViewBox.py:278(implements)
      796    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:541(command)
   301/41    0.000    0.000    0.001    0.000 /usr/lib/python3.8/copy.py:128(deepcopy)
     1247    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/util/event.py:76(_pop_source)
      225    0.000    0.000    0.000    0.000 /usr/lib/python3.8/ctypes/__init__.py:390(__getitem__)
       76    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:960(glPixelStorei)
      746    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:418(as_enum)
       31    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/LabelItem.py:73(resizeEvent)
       51    0.000    0.000    0.026    0.001 <frozen importlib._bootstrap_external>:1498(find_spec)
     1087    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:233(__next)
        7    0.000    0.000    0.026    0.004 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/compiler.py:45(compile)
      135    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/geometry/rect.py:15(__init__)
       20    0.000    0.000    0.006    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/console/Console.py:215(write)
       35    0.000    0.000    0.096    0.003 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/program.py:459(draw)
       36    0.000    0.000    0.002    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/color/color_array.py:39(_user_to_rgba)
       40    0.000    0.000    0.003    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__numpy/numpy/lib/shape_base.py:1191(tile)
        9    0.000    0.000    0.005    0.001 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/dockarea/Dock.py:175(resizeEvent)
      475    0.000    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:522(_check_for_existing_members)
     4014    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      438    0.000    0.000    0.001    0.000 {built-in method type}
       95    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:506(_filter)
       28    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/texture.py:939(get_free_region)
     1140    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {built-in method moveCursor}
     4613    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       98    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/variable.py:97(value)
      929    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:16(__init__)
       31    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/LabelItem.py:116(updateMin)
      214    0.000    0.000    0.002    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/program.py:87(_dep_changed)
        5    0.000    0.000    0.000    0.000 {built-in method swapBuffers}
       24    0.000    0.000    0.017    0.001 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/GraphicsItem.py:474(_updateView)
       56    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/AxisItem.py:777(<lambda>)
      136    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:1212(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        7    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:1298(glValidateProgram)
      296    0.000    0.000    0.000    0.000 /usr/lib/python3.8/queue.py:91(qsize)
      475    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:68(__init__)
       15    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:559(glGetActiveAttrib)
       34    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       51    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/color/color_array.py:433(is_blank)
      229    0.000    0.000    0.002    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__numpy/numpy/core/fromnumeric.py:2307(any)
     1529    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       36    0.000    0.000    0.000    0.000 {built-in method boundingRect}
       11    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:1187(glUniform1fv)
      289    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(atleast_2d)
   555/48    0.000    0.000    0.005    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/shader_object.py:133(_dep_changed)
       14    0.000    0.000    0.003    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/parsing.py:76(find_functions)
       95    0.000    0.000    0.099    0.001 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:499(flush)
      191    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/texture.py:1002(_fit)
        4    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/AxisItem.py:742(tickValues)
       55    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/geometry/rect.py:208(_transform_out)
       55    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/graphicsItems/TextItem.py:145(updateTextPos)
       35    0.000    0.000    0.006    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:1269(_pre_draw)
       14    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:335(glDeleteShader)
       20    0.000    0.000    0.004    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/scene/widgets/widget.py:349(_update_line)
        3    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/transforms/linear.py:193(zoom)
      525    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:419(get)
     1036    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      455    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__numpy/numpy/core/fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.012    0.012 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__freetype_py/freetype/raw.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
      796    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:457(command)
       45    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__numpy/numpy/lib/function_base.py:2330(_get_ufunc_and_otypes)
      175    0.000    0.000    0.003    0.000 /usr/lib/python3.8/re.py:198(search)
     1328    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       24    0.000    0.000    0.010    0.000 {built-in method setParentItem}
       94    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/Point.py:95(_math_)
      592    0.000    0.000    0.000    0.000 {method 'GetOptions' of 'google.protobuf.pyext._message.MessageDescriptor' objects}
        4    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/gl/_gl2.py:538(glCreateTexture)
      494    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      391    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      475    0.000    0.000    0.001    0.000 /usr/lib/python3.8/enum.py:370(__getattr__)
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      848    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:164(__getitem__)
  418/268    0.000    0.000    0.005    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/visual.py:588(_subv_update)
        1    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/icons/__init__.py:31(_build_qicon)
        1    0.000    0.000    0.009    0.009 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__freetype_py/freetype/ft_enums/__init__.py:8(<module>)
      452    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/shaders/compiler.py:186(_name_available)
       24    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/functions.py:327(<listcomp>)
       98    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:560(associate)
   152/49    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:174(getwidth)
      256    0.000    0.000    0.000    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/geometry/rect.py:52(size)
      418    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__pyqtgraph/pyqtgraph/parametertree/parameterTypes/basetypes.py:247(eventFilter)
       32    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:914(get_code)
       40    0.000    0.000    0.011    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/glir.py:1538(set_data)
       38    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/texture.py:332(_set_data)
      239    0.000    0.000    0.001    0.000 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/gloo/wrappers.py:593(glir)
      285    0.000    0.000    0.565    0.002 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/visuals/text/text.py:77(__getitem__)
      592    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:698(__init__)
      289    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      841    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.008    0.002 {built-in method setGeometry}
       29    0.000    0.000    0.001    0.000 /usr/lib/python3.8/sre_parse.py:969(parse_template)
      206    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:238(values)
      789    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:360(_commit_removals)
      375    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:395(__setitem__)
        5    0.000    0.000    0.819    0.164 /home/nima/.cache/bazel/_bazel_nima/d4d8c6a2a61c53de6e279fde073469b4/execroot/__main__/bazel-out/k8-fastbuild/bin/software/thunderscope/thunderscope_main.runfiles/thunderscope_deps/pypi__vispy/vispy/scene/canvas.py:279(draw_visual)
