sub_dest_x,sub_dest_y,connection_time,duration,start_x,start_y,end_x,end_y,initial_vel(x),initial_vel(y),x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,circle_obst_x,circle_obst_y,circle_obst_rad,total_cost
-1.93309,0.0743145,0.8,2.62342,-2,0,2,0,3,0,-2,0,-1.63229,0.000395886,-1.3162,0.00158354,-1.05171,0.00356297,-0.838839,0.00633417,-0.677578,0.00989715,-0.567927,0.0142519,-0.467984,0.018627,-0.31694,0.0219029,-0.114291,0.0240704,0.139964,0.0251294,0.445825,0.02508,0.798595,0.0239222,1.12493,0.0216559,1.39965,0.0182812,1.62277,0.013798,1.79429,0.00886751,1.9142,0.00498797,1.9825,0.00221688,2,0.000554219,2,0,1.4,0,0.5,3.64684
-1.9691,0.0951057,0.2,1.82775,-2,0,2,0,3,0,-2,0,-1.73836,0.000269016,-1.50177,0.00107606,-1.27374,0.00216805,-1.02154,0.00304309,-0.744281,0.00368753,-0.441972,0.00410138,-0.117055,0.00428462,0.196119,0.00423726,0.484239,0.0039593,0.747305,0.00345075,0.985317,0.00271159,1.19827,0.00177688,1.38618,0.000986918,1.54903,0.000427558,1.68683,9.87975e-05,1.79957,0,1.88726,0,1.94989,0,1.98747,0,2,0,1.4,0,0.5,6.85546
-1.9691,0.0951057,0.4,1.99687,-2,0,2,0,3,0,-2,0,-1.71542,0.000321103,-1.46074,0.00128441,-1.23596,0.00288992,-1.04107,0.00513764,-0.846563,0.00748398,-0.622151,0.00937161,-0.367837,0.0108005,-0.0836202,0.0117707,0.230382,0.0122821,0.540749,0.0123348,0.821214,0.0119287,1.07178,0.0110639,1.29244,0.00974042,1.48319,0.00795817,1.64405,0.00573419,1.775,0.00366988,1.87605,0.00206431,1.9472,0.000917471,1.98844,0.000229368,2,0,1.4,0,0.5,6.72073
-1.9691,0.0951057,0.6,2.19346,-2,0,2,0,3,0,-2,0,-1.68902,0.000387439,-1.41412,0.00154976,-1.17529,0.00348695,-0.972535,0.00619903,-0.805859,0.00968598,-0.665157,0.0136998,-0.496381,0.0169138,-0.291534,0.0191315,-0.0506169,0.0203529,0.226371,0.0205782,0.53914,0.0198072,0.845741,0.0180401,1.11627,0.0152767,1.35073,0.011517,1.54912,0.00728459,1.71144,0.00397296,1.83768,0.00165755,1.92786,0.000338361,1.98196,-3.46945e-18,2,-3.46945e-18,1.4,0,0.5,6.93105
-1.9691,0.0951057,0.8,2.46925,-2,0,2,0,3,0,-2,0,-1.65247,0.000490995,-1.35066,0.00196398,-1.09457,0.00441895,-0.884197,0.00785592,-0.719542,0.0122749,-0.600606,0.0176758,-0.515014,0.023717,-0.394237,0.0285057,-0.227757,0.0317514,-0.0155736,0.0334542,0.242313,0.0336141,0.545902,0.032231,0.880276,0.0293049,1.17735,0.0248359,1.42871,0.018824,1.63438,0.01207,1.79434,0.00673846,1.90859,0.00294987,1.97715,0.000704224,2,0,1.4,0,0.5,3.33851
-2.01045,0.0994522,0.2,1.82775,-2,0,2,0,3,0,-2,0,-1.73836,0.000269016,-1.50177,0.00107606,-1.27374,0.00216805,-1.02154,0.00304309,-0.744281,0.00368753,-0.441972,0.00410138,-0.117055,0.00428462,0.196119,0.00423726,0.484239,0.0039593,0.747305,0.00345075,0.985317,0.00271159,1.19827,0.00177688,1.38618,0.000986918,1.54903,0.000427558,1.68683,9.87975e-05,1.79957,0,1.88726,0,1.94989,0,1.98747,0,2,0,1.4,0,0.5,6.85546
-2.01045,0.0994522,0.4,1.99687,-2,0,2,0,3,0,-2,0,-1.71542,0.000321103,-1.46074,0.00128441,-1.23596,0.00288992,-1.04107,0.00513764,-0.846563,0.00748398,-0.622151,0.00937161,-0.367837,0.0108005,-0.0836202,0.0117707,0.230382,0.0122821,0.540749,0.0123348,0.821214,0.0119287,1.07178,0.0110639,1.29244,0.00974042,1.48319,0.00795817,1.64405,0.00573419,1.775,0.00366988,1.87605,0.00206431,1.9472,0.000917471,1.98844,0.000229368,2,0,1.4,0,0.5,6.72073
-2.01045,0.0994522,0.6,2.19346,-2,0,2,0,3,0,-2,0,-1.68902,0.000387439,-1.41412,0.00154976,-1.17529,0.00348695,-0.972535,0.00619903,-0.805859,0.00968598,-0.665157,0.0136998,-0.496381,0.0169138,-0.291534,0.0191315,-0.0506169,0.0203529,0.226371,0.0205782,0.53914,0.0198072,0.845741,0.0180401,1.11627,0.0152767,1.35073,0.011517,1.54912,0.00728459,1.71144,0.00397296,1.83768,0.00165755,1.92786,0.000338361,1.98196,-3.46945e-18,2,-3.46945e-18,1.4,0,0.5,6.93105
-2.01045,0.0994522,0.8,2.46925,-2,0,2,0,3,0,-2,0,-1.65247,0.000490995,-1.35066,0.00196398,-1.09457,0.00441895,-0.884197,0.00785592,-0.719542,0.0122749,-0.600606,0.0176758,-0.515014,0.023717,-0.394237,0.0285057,-0.227757,0.0317514,-0.0155736,0.0334542,0.242313,0.0336141,0.545902,0.032231,0.880276,0.0293049,1.17735,0.0248359,1.42871,0.018824,1.63438,0.01207,1.79434,0.00673846,1.90859,0.00294987,1.97715,0.000704224,2,0,1.4,0,0.5,3.33851
-2.05,0.0866025,0.2,1.82775,-2,0,2,0,3,0,-2,0,-1.73836,0.000269016,-1.50177,0.00107606,-1.27374,0.00216805,-1.02154,0.00304309,-0.744281,0.00368753,-0.441972,0.00410138,-0.117055,0.00428462,0.196119,0.00423726,0.484239,0.0039593,0.747305,0.00345075,0.985317,0.00271159,1.19827,0.00177688,1.38618,0.000986918,1.54903,0.000427558,1.68683,9.87975e-05,1.79957,0,1.88726,0,1.94989,0,1.98747,0,2,0,1.4,0,0.5,6.85546
